dependent,married,gender,churn,contract,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,dataset
No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,19.9,Competitor
No,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,No,Check,35.0,55.0,Competitor
Yes,Yes,Male,No,One year,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Autopay,71.0,72.9,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,1.0,69.2,Competitor
Yes,Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,69.0,25.6,Competitor
Yes,Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,14.0,19.75,Competitor
No,Yes,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,No,No,eCheck,57.0,55.7,Competitor
Yes,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Autopay,72.0,117.5,Competitor
No,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,48.0,19.85,Competitor
Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Check,4.0,78.9,Competitor
Yes,Yes,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,eCheck,31.0,20.65,Competitor
No,No,Male,Yes,One year,DSL,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Check,38.0,62.3,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,37.0,92.5,Competitor
No,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,1.0,19.65,Competitor
No,No,Male,No,Two year,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,57.0,79.75,Competitor
No,Yes,Female,No,Two year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Autopay,62.0,79.95,Competitor
No,Yes,Male,No,Month-to-month,DSL,No,No,No,No,No,Yes,No,No,Yes,eCheck,3.0,29.9,Competitor
Yes,No,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Check,72.0,19.75,Competitor
Yes,No,Male,No,Month-to-month,DSL,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Check,29.0,45.0,Competitor
Yes,Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,Autopay,13.0,44.8,Competitor
Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,No,eCheck,3.0,69.65,Competitor
No,No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,No,eCheck,11.0,51.1,Competitor
Yes,No,Female,No,Two year,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Check,21.0,53.15,Competitor
No,No,Female,No,Month-to-month,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,19.0,24.7,Competitor
No,No,Male,Yes,Two year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Autopay,61.0,111.6,Competitor
No,No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No,No,Autopay,11.0,48.55,Competitor
Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,35.0,109.95,Competitor
Yes,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,25.0,20.8,Competitor
No,No,Female,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,20.2,Competitor
No,No,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,67.0,25.6,Competitor
No,No,Male,Yes,Month-to-month,DSL,No,No,No,No,Yes,No,Yes,No,Yes,eCheck,19.0,39.65,Competitor
No,No,Male,Yes,One year,None,Yes,Yes,No,No,No,No,No,No,No,eCheck,56.0,24.9,Competitor
Yes,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Autopay,72.0,108.4,Competitor
No,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,43.0,19.55,Competitor
Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,eCheck,55.0,85.1,Competitor
Yes,Yes,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,No,No,Check,2.0,56.7,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Check,27.0,69.05,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Check,13.0,70.15,Competitor
No,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Check,70.0,111.15,Competitor
No,Yes,Female,Yes,One year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Check,14.0,105.95,Competitor
Yes,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Autopay,19.0,89.35,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Autopay,20.0,89.1,Competitor
Yes,Yes,Male,No,One year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Autopay,43.0,91.25,Competitor
Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Check,5.0,90.35,Competitor
No,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,70.0,105.55,Competitor
No,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,40.0,19.1,Competitor
Yes,Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,6.0,20.4,Competitor
No,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,eCheck,39.0,100.45,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,eCheck,4.0,74.95,Competitor
No,No,Male,Yes,Month-to-month,DSL,No,No,No,No,No,Yes,No,No,Yes,eCheck,15.0,29.7,Competitor
No,Yes,Male,Yes,Month-to-month,DSL,No,No,No,No,Yes,No,Yes,Yes,Yes,eCheck,1.0,50.35,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Autopay,45.0,85.7,Competitor
No,Yes,Female,Yes,Two year,DSL,No,No,Yes,No,Yes,Yes,No,Yes,No,eCheck,64.0,47.85,Competitor
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Autopay,57.0,94.0,Competitor
Yes,Yes,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Autopay,72.0,69.85,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,1.0,70.3,Competitor
No,Yes,Male,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,72.0,25.85,Competitor
No,No,Female,No,Two year,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Check,3.0,71.1,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,eCheck,55.0,98.8,Competitor
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,eCheck,59.0,93.35,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Autopay,18.0,99.85,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Autopay,32.0,80.3,Competitor
No,No,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Autopay,4.0,50.55,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Autopay,66.0,80.45,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,eCheck,27.0,81.3,Competitor
No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,4.0,20.7,Competitor
Yes,Yes,Male,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Autopay,60.0,79.05,Competitor
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,8.0,19.05,Competitor
Yes,Yes,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,8.0,19.6,Competitor
No,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Check,35.0,20.2,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,eCheck,7.0,86.8,Competitor
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Check,53.0,20.9,Competitor
No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,18.0,103.6,Competitor
No,No,Female,No,Two year,DSL,No,No,No,Yes,No,No,No,Yes,Yes,Check,15.0,38.8,Competitor
No,Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Autopay,67.0,88.4,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,eCheck,6.0,84.2,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,eCheck,6.0,79.7,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Check,13.0,99.0,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,eCheck,11.0,100.75,Competitor
Yes,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,19.3,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,No,Yes,Check,5.0,55.75,Competitor
No,No,Male,No,One year,None,Yes,No,No,No,No,No,No,No,Yes,Check,13.0,19.95,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Autopay,9.0,91.75,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Check,29.0,89.65,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Check,1.0,45.85,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Check,1.0,79.55,Competitor
Yes,Yes,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,No,Check,18.0,55.95,Competitor
No,Yes,Female,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,Yes,No,Autopay,2.0,69.0,Competitor
Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Autopay,30.0,83.55,Competitor
Yes,No,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Autopay,66.0,65.7,Competitor
Yes,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Autopay,38.0,94.9,Competitor
Yes,Yes,Male,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Check,44.0,61.9,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,eCheck,54.0,111.1,Competitor
No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,2.0,20.0,Competitor
No,No,Female,No,One year,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Check,42.0,67.7,Competitor
Yes,Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,58.0,25.15,Competitor
Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,eCheck,58.0,92.85,Competitor
Yes,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,eCheck,25.0,89.1,Competitor
No,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Check,71.0,111.3,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,37.0,101.9,Competitor
Yes,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Yes,eCheck,14.0,91.65,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,eCheck,4.0,88.85,Competitor
No,Yes,Female,No,One year,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Autopay,48.0,60.6,Competitor
No,No,Female,Yes,Month-to-month,DSL,No,No,No,No,No,No,No,No,No,eCheck,3.0,25.3,Competitor
No,Yes,Female,No,Two year,DSL,Yes,No,Yes,No,No,Yes,No,Yes,No,Check,8.0,65.5,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,eCheck,1.0,95.45,Competitor
No,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,67.0,19.95,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,eCheck,13.0,91.1,Competitor
Yes,Yes,Female,Yes,One year,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Autopay,45.0,54.15,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,49.0,74.6,Competitor
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Autopay,52.0,94.6,Competitor
No,Yes,Female,No,One year,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Autopay,63.0,81.15,Competitor
Yes,Yes,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,68.0,89.05,Competitor
No,Yes,Female,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Check,31.0,49.2,Competitor
No,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,64.0,19.45,Competitor
No,Yes,Female,No,One year,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,eCheck,62.0,104.3,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Autopay,1.0,69.7,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,eCheck,6.0,89.5,Competitor
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,eCheck,21.0,86.05,Competitor
Yes,Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,72.0,25.2,Competitor
Yes,Yes,Female,No,Month-to-month,DSL,No,No,Yes,Yes,No,No,No,No,Yes,eCheck,32.0,35.15,Competitor
No,No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Autopay,71.0,99.65,Competitor
Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Autopay,34.0,105.35,Competitor
No,Yes,Male,Yes,Month-to-month,DSL,No,No,No,No,No,No,No,Yes,Yes,eCheck,3.0,35.15,Competitor
Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,12.0,73.75,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,eCheck,8.0,101.35,Competitor
Yes,Yes,Female,No,Two year,None,Yes,Yes,No,No,No,No,No,No,No,Autopay,35.0,24.3,Competitor
Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,eCheck,3.0,80.7,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Check,3.0,89.85,Competitor
No,No,Male,No,One year,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,eCheck,53.0,61.1,Competitor
No,Yes,Female,No,Month-to-month,DSL,No,No,Yes,No,No,No,No,No,Yes,eCheck,4.0,29.05,Competitor
Yes,Yes,Female,No,One year,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Autopay,48.0,99.7,Competitor
Yes,Yes,Female,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No,No,Autopay,6.0,55.9,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,3.0,105.9,Competitor
Yes,Yes,Male,No,Two year,DSL,No,No,No,No,Yes,Yes,No,Yes,No,Autopay,54.0,46.0,Competitor
No,No,Female,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,Check,1.0,43.95,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,62.0,80.4,Competitor
Yes,Yes,Male,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Check,22.0,100.05,Competitor
No,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,Autopay,1.0,45.1,Competitor
No,No,Male,No,One year,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Autopay,51.0,94.0,Competitor
No,No,Female,No,One year,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Autopay,30.0,68.95,Competitor
No,Yes,Female,No,One year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Autopay,56.0,68.45,Competitor
No,Yes,Male,No,One year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,eCheck,35.0,69.0,Competitor
No,No,Female,No,Month-to-month,DSL,No,No,No,Yes,No,Yes,Yes,No,Yes,eCheck,64.0,43.85,Competitor
Yes,No,Male,No,Month-to-month,DSL,No,No,No,No,No,No,Yes,Yes,Yes,eCheck,30.0,44.5,Competitor
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Check,25.0,18.7,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Autopay,41.0,70.25,Competitor
Yes,No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,No,eCheck,9.0,55.35,Competitor
No,Yes,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Check,1.0,53.55,Competitor
Yes,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,eCheck,70.0,114.6,Competitor
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,57.0,20.1,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,eCheck,9.0,85.5,Competitor
Yes,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,69.0,108.75,Competitor
No,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,43.0,103.0,Competitor
No,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,eCheck,72.0,97.85,Competitor
Yes,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,44.0,19.55,Competitor
No,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Autopay,72.0,84.05,Competitor
No,Yes,Female,Yes,One year,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,eCheck,33.0,103.75,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,No,Autopay,54.0,89.4,Competitor
Yes,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,No,Autopay,27.0,19.7,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Autopay,54.0,79.85,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Autopay,3.0,74.45,Competitor
No,Yes,Female,No,One year,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Autopay,53.0,74.1,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,1.0,69.35,Competitor
No,Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,No,Check,15.0,18.8,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,eCheck,56.0,73.85,Competitor
Yes,Yes,Male,No,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Autopay,5.0,64.4,Competitor
Yes,Yes,Male,No,One year,DSL,Yes,No,No,Yes,Yes,No,No,No,Yes,Autopay,48.0,55.8,Competitor
Yes,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Autopay,25.0,20.05,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,3.0,75.15,Competitor
No,No,Male,No,One year,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Autopay,58.0,99.15,Competitor
No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Autopay,10.0,56.75,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,eCheck,1.0,69.6,Competitor
No,Yes,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,71.0,104.15,Competitor
Yes,Yes,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Autopay,65.0,110.8,Competitor
Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,eCheck,5.0,80.15,Competitor
No,No,Female,No,Month-to-month,DSL,No,No,No,No,Yes,Yes,No,No,Yes,Check,28.0,35.75,Competitor
Yes,Yes,Female,No,Two year,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Autopay,67.0,69.9,Competitor
No,No,Male,No,One year,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,eCheck,35.0,89.2,Competitor
Yes,Yes,Female,No,Two year,DSL,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Autopay,72.0,55.65,Competitor
Yes,Yes,Female,No,One year,DSL,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Autopay,61.0,50.7,Competitor
No,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,68.0,20.0,Competitor
Yes,Yes,Female,Yes,Month-to-month,DSL,No,No,Yes,No,No,No,No,No,No,Autopay,1.0,30.5,Competitor
No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,3.0,19.1,Competitor
Yes,Yes,Male,Yes,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Autopay,70.0,98.3,Competitor
Yes,No,Female,No,Month-to-month,DSL,No,No,No,Yes,Yes,No,No,Yes,No,Autopay,48.0,45.55,Competitor
Yes,Yes,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Autopay,68.0,101.05,Competitor
No,No,Female,No,One year,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,eCheck,47.0,103.7,Competitor
Yes,Yes,Male,No,One year,DSL,No,No,No,No,Yes,Yes,No,No,Yes,Check,32.0,36.25,Competitor
Yes,Yes,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Check,5.0,49.4,Competitor
No,No,Male,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,49.0,19.9,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,48.0,107.4,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,eCheck,13.0,82.0,Competitor
No,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Check,15.0,19.8,Competitor
No,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,Yes,eCheck,12.0,45.05,Competitor
No,No,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Autopay,67.0,64.55,Competitor
No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,No,eCheck,9.0,86.25,Competitor
Yes,Yes,Female,No,Two year,None,Yes,No,No,No,No,No,No,No,Yes,Autopay,13.0,19.75,Competitor
No,No,Female,No,One year,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Check,38.0,89.1,Competitor
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,eCheck,42.0,95.55,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,24.0,75.4,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,eCheck,27.0,101.25,Competitor
Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,9.0,102.6,Competitor
No,Yes,Female,No,One year,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Autopay,49.0,56.3,Competitor
No,Yes,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Autopay,61.0,94.2,Competitor
Yes,No,Male,No,One year,DSL,No,No,Yes,Yes,No,No,Yes,No,Yes,Autopay,50.0,43.05,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,eCheck,25.0,89.5,Competitor
No,No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,22.0,74.4,Competitor
No,No,Male,Yes,Month-to-month,None,Yes,No,No,No,No,No,No,No,No,Check,1.0,20.5,Competitor
No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,eCheck,4.0,74.35,Competitor
No,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Autopay,18.0,99.75,Competitor
