,children,age,online_security,monthly_charge,bandwidth_gb_year
5373,0,65,0,192.4567,5330.00965
2336,0,82,1,217.484,1904.888901
950,1,25,1,150.006987,534.5843758
1120,8,31,1,142.499263,1696.540148
2204,6,20,0,200.1185,2766.730566
419,2,84,0,169.937833,717.6823944
922,3,37,0,182.460772,1642.394079
8669,10,20,0,245.147,6916.234923
5408,1,27,0,159.9794,6308.665694
5788,0,72,1,107.4958,5796.100318
5742,1,66,0,172.4567,5553.300748
7667,0,89,1,197.484,6446.795599
5567,3,24,0,187.6094,4518.564
8135,7,25,0,159.983,6386.654255
1202,0,29,0,92.455141,1571.397537
5765,2,65,0,175.1331,4797.122065
8389,2,35,0,79.97886,4726.723807
1970,1,86,0,137.461553,1729.615672
4018,3,29,0,194.9663,2592.211229
3687,1,39,0,137.4872,1010.477682
1997,2,31,0,275.133571,1385.020283
4033,2,48,0,169.9447,704.9286558
1248,4,66,0,157.483594,526.38731
2192,1,59,0,159.9476,2197.871959
2712,5,53,1,152.509,1170.830123
2190,0,83,0,117.4872,786.6024394
4670,4,75,0,159.9656,1098.532284
5142,2,65,0,137.4836,5861.996544
5984,0,73,1,202.6829,5952.590424
6565,2,63,1,222.6792,5410.603621
7804,0,77,0,265.147,5203.296804
6943,0,50,0,187.6094,6743.861668
2136,1,57,1,242.6326,809.8918631
1065,0,43,0,157.469817,437.8833399
600,9,26,1,149.977753,1845.830672
4227,2,34,0,179.9476,1528.122932
7577,1,18,0,129.9621,6483.815487
77,1,50,0,149.937833,2426.030626
7546,4,84,1,232.652,6457.18973
2898,5,48,0,227.4754,1137.782472
4820,2,58,0,194.9768,2823.145964
9302,0,45,1,245.1457,5887.870657
6413,4,76,0,210.138,5271.605896
9064,1,32,1,212.6557,5815.917509
8007,4,84,0,182.4608,5842.892958
5468,2,75,0,252.624,5903.302417
5951,1,53,0,149.9776,4815.434176
3391,2,24,0,167.4564,2594.832192
5415,2,60,1,222.6362,5972.423634
2560,0,58,0,172.4705,1108.077901
8162,2,73,0,162.4538,5671.017164
2635,0,81,0,164.967,965.4344564
5256,10,26,1,114.9728,5771.534863
3530,1,36,1,119.9568,2494.211424
8567,3,81,0,92.48802,4504.376908
1908,1,25,0,210.151777,1022.519614
235,1,40,0,139.981577,2370.184448
1604,0,83,0,162.493654,636.8514545
7984,1,68,1,217.484,6212.316389
3490,1,62,1,114.9728,1321.498572
1994,2,76,1,199.990219,2674.568338
2824,3,21,0,192.4404,1538.887965
9285,3,23,1,162.5007,5426.315112
1342,1,55,0,220.114868,1809.921626
8512,0,37,0,149.9447,6261.418751
1619,2,75,0,242.628057,785.5416603
5287,0,53,0,169.9378,4503.053128
2060,2,31,0,222.6281,2193.26463
9955,0,29,1,94.97283,5475.345065
2219,0,28,1,225.1457,3298.322775
6038,5,32,0,147.4738,4573.084997
260,7,84,0,242.628057,1649.312808
9365,1,76,0,252.6378,5500.10857
9093,1,30,0,112.4551,5610.20542
3744,3,58,0,162.4676,1626.329435
2026,1,44,0,137.4836,1068.481652
6988,1,55,0,114.9838,5994.045373
4234,1,26,0,174.9699,1774.889088
1917,3,89,1,137.497825,758.6189978
1828,4,35,0,262.610632,1253.523378
6233,2,49,1,184.9785,5651.568466
9332,3,46,1,174.9919,3569.479648
6283,4,75,0,144.9607,5699.245355
4208,0,85,1,235.1417,990.2063632
224,3,37,0,159.947583,1427.088655
8915,3,19,0,192.4404,4941.881988
6469,10,64,0,197.6288,3780.253613
9413,5,72,0,102.4746,4859.940299
846,4,65,1,152.466002,1277.906866
4289,0,65,0,159.9349,577.4706172
5560,10,73,0,179.9476,4007.110298
2551,1,52,1,155.0084,1364.293464
117,2,79,0,275.133571,1701.457566
8837,1,84,0,139.9678,5797.443843
5966,1,85,0,182.4433,5281.851852
8195,0,47,0,194.9699,5899.695132
8659,1,37,0,252.624,5652.464417
7489,0,46,0,159.9656,5462.617829
5,3,83,1,185.007692,1039.357983
5342,3,57,1,172.4555,4683.297629
9111,8,55,0,137.4392,4761.278588
4324,0,74,0,230.1051,1064.970201
1063,1,74,0,160.01224,286.5451139
2590,0,81,0,149.9447,1619.686288
8434,4,61,1,137.4686,5598.578895
3735,3,72,0,182.4762,2288.984083
3517,0,32,0,114.9509,883.7264825
6986,5,44,1,235.1417,5341.03502
6767,2,67,1,222.65,5131.088734
5622,0,38,0,242.6435,6121.654756
1605,4,43,0,179.965581,1440.784345
1733,4,28,0,144.960655,481.3363042
9341,3,82,0,147.5031,5081.314229
3812,3,33,1,117.4835,1054.470395
9624,2,35,1,142.5007,5710.355112
1761,3,30,1,232.622804,2299.047664
5401,0,78,0,114.9838,5347.776998
2739,1,76,1,197.4945,1696.96925
2472,3,57,1,152.5022,716.6438092
6738,2,89,0,214.9663,6230.161803
6891,7,18,1,149.9598,6219.238034
7943,3,85,0,179.9794,3710.298126
4206,0,67,0,124.9781,499.2698644
6371,0,41,0,230.1051,6397.453541
232,1,63,0,220.114868,2181.752793
8258,0,19,1,245.1283,5974.298824
7561,1,56,0,149.9447,4997.517022
6168,9,57,0,127.4601,6350.509594
3596,4,70,1,165.0113,2366.107617
6288,6,40,1,152.5104,5686.767897
4632,0,40,1,130.0064,1469.220521
125,2,34,0,124.960655,1269.836202
7641,2,47,1,120.0035,5532.170372
6229,1,50,0,172.4705,6192.141187
1296,3,89,0,182.45383,1140.151122
1976,0,65,0,149.97755,615.1161821
9480,0,61,0,127.4601,6000.414945
9581,1,60,0,159.965,5621.504803
5750,0,23,0,149.9447,6093.091927
8152,2,87,0,137.4392,3832.898347
3086,3,19,0,129.9621,1459.309498
9276,1,27,0,137.5165,4787.756156
6882,0,43,1,257.6375,6760.900419
9305,3,19,0,162.447,6534.389245
7673,0,36,1,270.1604,6786.879873
3345,6,21,0,194.9663,2739.364415
8172,1,71,1,219.9902,5480.386537
9421,3,52,1,142.4689,6584.194557
5870,1,27,1,127.525,3656.35595
6506,0,60,0,152.4742,6282.538237
2797,0,83,0,139.9678,991.6943982
918,0,35,0,162.471255,1224.604104
1646,0,35,0,204.963371,2118.488416
5122,3,42,0,235.1372,5638.778543
5126,0,62,0,149.9483,5708.957593
4621,1,27,0,124.9643,320.1072613
6809,0,69,1,149.9778,6041.492692
364,1,58,1,182.465269,2346.143947
2125,3,57,0,172.4441,1770.955679
8150,7,31,0,242.6143,5408.322311
8717,1,25,1,219.9902,4791.332346
55,1,58,0,129.962093,1840.628269
638,2,24,0,187.609354,1396.347808
302,1,80,1,270.160419,2335.130986
5811,3,32,0,194.9768,4183.048936
1276,0,55,0,159.979358,2035.008705
4432,3,21,1,130.0064,681.4206312
3644,0,52,0,149.9378,1003.311614
4143,2,27,0,172.4441,628.4063951
2878,0,77,0,169.9447,765.1823242
6493,0,43,0,147.4421,5170.661902
5240,1,38,1,94.97283,6253.491089
9408,4,23,0,159.983,3830.124693
6937,1,79,0,184.9496,5992.97277
7240,0,27,1,194.9581,5199.488203
2593,4,23,0,104.9643,2203.565459
2393,3,30,1,225.1457,2257.255977
523,0,66,1,152.510442,752.1641496
6376,0,74,1,195.0062,5527.711581
6981,0,43,0,192.4404,5155.008959
6677,4,42,1,152.466,5821.339699
3900,1,66,1,140.0013,1559.33881
9634,1,82,0,169.9378,6112.430745
5585,0,38,0,220.1185,5303.936549
9360,2,77,0,139.9349,6483.348101
7956,2,76,1,217.484,6215.809536
7570,5,30,0,179.9476,5419.846646
6777,0,25,0,139.9678,4871.477155
671,1,60,0,159.994242,906.7867988
4188,4,69,1,182.4653,1001.378182
666,1,35,0,137.468388,1561.128541
3266,3,37,0,214.9525,1072.590755
1887,1,20,1,139.95684,989.9918587
8472,6,36,1,185.0077,6519.120707
9091,1,27,1,187.4811,6183.945709
7687,2,20,1,225.1457,5116.648865
6031,5,46,1,154.9919,5770.387227
6090,3,66,0,169.9447,5263.711526
6238,0,83,0,112.4551,5009.242921
7350,4,49,0,139.9349,5774.350984
7830,2,55,0,144.9607,5866.278162
760,0,55,0,192.48852,586.7422583
6254,0,73,0,159.983,4399.187338
1906,3,51,1,149.99153,874.1933216
3818,1,27,1,210.1563,2911.171492
6269,2,56,0,232.6378,6334.652427
4300,1,24,0,137.5165,490.5057336
5569,0,78,1,117.5015,5897.711605
7941,1,37,0,174.9768,5936.572086
4164,0,79,0,184.9496,1431.48792
5971,8,51,0,112.4844,5769.255809
3579,3,58,0,157.4698,1312.812193
2832,4,49,0,172.4441,1593.966861
5449,0,70,1,225.1457,6502.025208
3472,2,23,0,152.4907,1102.750144
6327,1,23,0,227.4754,6321.473272
137,1,89,0,197.472533,1404.435534
7043,10,22,0,242.6143,6310.076724
4892,5,32,0,182.4433,1629.696337
2180,6,21,0,124.9781,516.253628
7730,2,62,0,172.4871,6235.847135
3177,1,21,0,137.4836,1235.112132
4854,3,61,0,162.4676,1250.606015
4637,1,32,1,165.0182,1417.312047
5115,1,45,0,200.1323,5684.731048
7648,4,39,0,139.983,6071.410686
4261,0,65,1,222.6326,1243.099192
1331,1,72,1,197.483972,1260.12789
7002,0,48,0,210.1518,5157.76159
6941,0,45,0,159.9642,5374.519903
8017,3,25,0,127.4586,4339.192341
6241,6,48,0,139.983,4827.605046
9987,3,61,0,220.1615,5135.575997
6881,1,61,0,129.9621,5276.996281
4530,1,34,0,149.9447,1127.193482
4673,1,46,0,172.4567,1006.71226
6996,3,19,0,175.1331,4555.47419
1252,1,72,1,127.525,1339.377921
3374,1,71,0,127.4421,890.2145776
2814,2,60,1,150.0208,1501.37548
4719,0,56,0,242.6281,776.1387725
6544,0,47,1,187.4847,5105.658715
4858,2,49,0,149.9447,1610.068088
7901,0,57,0,182.4676,3629.658181
8580,3,25,0,92.45514,5712.520809
8427,2,41,0,220.1149,6849.08497
1077,0,69,0,102.474625,752.7262389
4363,2,89,1,267.6647,2183.450856
770,2,72,0,212.641455,1092.959251
8865,1,68,0,242.6143,5174.530815
249,2,27,0,147.442069,558.3751762
7239,0,86,0,159.9349,5042.294567
3419,1,76,1,174.9755,837.8796845
4976,1,24,0,240.1149,1419.629707
4544,2,78,0,184.9496,1640.315966
5565,0,37,1,222.6792,6349.320467
7939,3,68,1,107.4958,5921.680845
716,2,87,0,275.133571,2064.474901
9652,5,73,1,177.4876,6185.198141
2048,0,48,0,117.4392,1297.061633
5997,2,81,0,124.9607,5310.301812
6600,0,41,1,162.4526,5561.88036
7245,4,42,0,169.9447,5061.552514
4178,0,22,1,139.9861,2616.567484
4809,2,27,0,159.9349,910.8338083
9482,0,18,1,232.652,6745.439598
7140,1,82,0,127.4738,6273.992363
7190,4,24,1,152.4624,6727.977262
1460,0,72,1,142.452604,1470.820856
5989,1,32,0,105.011,5517.467178
2000,3,44,0,242.6573,1724.050425
8175,5,48,0,117.4858,4022.432118
404,0,70,1,142.468917,778.6094503
384,1,60,0,184.967019,1828.279015
9448,0,62,0,137.5165,5572.501755
9487,1,83,0,182.4433,6390.767295
1633,10,84,1,202.649979,1417.801952
9853,0,86,1,149.9915,5278.695296
4784,1,80,0,245.147,1187.8922
9456,2,61,0,222.6281,4847.023011
6970,0,44,0,182.4608,5109.918342
3925,3,67,0,194.9699,1265.450999
4158,0,53,0,172.5034,1751.102541
7449,0,38,0,172.4567,4607.641291
8415,2,82,1,162.4689,5514.499448
2193,4,81,0,212.6415,1263.539898
1015,3,40,1,172.510442,630.0568972
5124,3,55,0,137.4392,3529.172638
7418,0,51,0,179.9794,5640.714867
7409,0,88,1,217.484,5124.938421
8989,3,43,1,190.127,6015.198197
2871,3,30,0,159.9349,1215.994181
9,1,86,1,162.482694,508.7637913
1838,0,25,1,194.974431,1946.450068
4804,1,70,1,207.4811,1566.022939
255,6,87,1,202.649979,1189.549671
7026,6,25,0,202.4433,4910.205779
5713,0,54,1,257.6841,5298.949356
3324,2,49,0,207.4754,2326.985753
7714,1,86,0,104.9643,4936.469796
1581,4,69,0,175.133074,1970.80666
924,0,84,1,120.003499,1424.117227
2779,1,32,0,137.4684,1461.63528
7891,4,66,1,174.9919,5339.490928
6132,1,41,0,92.5018,4997.254175
5320,3,71,1,132.466,5645.809212
7312,2,65,1,190.127,6572.766125
7102,3,49,0,127.4421,5557.974598
6042,1,20,1,174.9882,6540.061159
3775,0,70,0,252.6378,1104.049328
4835,3,19,1,207.4673,1705.302867
4964,3,43,0,162.4538,1360.253379
539,1,40,1,119.989722,626.5880936
7483,1,19,0,252.624,5166.92619
2745,1,64,1,132.466,1718.405985
3719,1,35,0,112.4551,658.6339621
6819,1,89,0,79.97886,5233.491923
9337,4,41,0,159.9476,6335.387515
4468,1,49,0,137.4392,1027.652777
667,0,59,0,134.950905,323.972804
7575,8,51,0,187.656,5902.250031
8549,6,44,1,219.9902,6084.157683
5063,0,73,0,117.4858,5964.647059
1353,4,30,1,199.990219,2489.519356
7114,5,60,0,240.1149,6376.238465
9773,0,44,0,172.4404,5743.829083
8662,0,26,0,117.4858,4129.318617
2703,3,65,0,192.4705,1544.180199
3330,4,56,0,149.9483,1165.681938
8053,3,42,1,194.9581,6023.253234
3584,0,19,1,142.4689,1639.236491
9441,1,60,1,162.5119,5341.089808
5645,1,27,0,117.472,6144.768685
3376,6,55,1,187.4847,1363.30698
1256,1,49,1,245.128318,1341.450253
6190,1,41,0,159.9794,6386.315071
5348,5,45,1,142.4689,4831.131738
4175,4,32,0,124.9607,1868.762719
4910,3,34,1,247.6647,2089.325891
1852,1,75,0,159.983006,990.747598
6316,1,41,0,174.9699,4553.786746
9854,3,70,1,162.4653,6295.500079
2105,1,49,0,202.4433,1943.652184
133,3,41,0,252.637807,1577.208717
5029,0,53,0,194.9525,6200.93166
928,3,20,0,275.133571,1386.2317
823,3,64,0,212.641455,1094.729266
7576,1,84,0,104.9629,5495.374637
1531,3,57,0,214.952509,1357.774068
1214,7,87,1,154.961766,1889.347998
504,2,89,1,197.48762,893.5446642
6530,2,46,0,182.4676,5232.754859
3072,2,89,0,144.9607,919.239022
9086,1,58,0,230.1051,5890.989702
8647,1,61,0,214.9663,4276.019791
6619,0,55,0,275.1198,4901.452536
9273,0,57,1,247.6647,5418.636172
3709,0,58,0,152.4441,776.5788688
4849,0,53,1,119.9568,1052.973308
4748,1,29,0,134.9509,906.6526156
4268,2,48,1,139.9861,1000.235232
9878,4,49,0,169.9928,4777.674258
8905,2,39,0,117.472,5197.781383
4186,0,76,0,169.9378,510.6595626
5301,1,19,0,172.4733,4231.43285
2923,0,30,0,147.4564,863.6296514
6588,3,81,0,172.4871,5678.090395
1810,3,86,1,150.020764,529.9370637
3486,0,34,0,240.1149,1261.564075
7419,4,45,1,149.9598,5722.173958
3141,4,86,0,210.1051,1774.439822
9347,4,63,1,127.4958,5901.736855
1324,0,88,1,139.979239,525.3069851
4312,0,87,1,149.9778,1281.098493
7494,3,38,1,174.9755,6075.169598
8702,0,48,0,139.9512,4524.487668
8691,0,24,0,159.9794,6531.657744
9503,0,40,1,142.4526,5893.413959
5541,0,76,1,232.6228,4831.531789
6172,2,84,1,162.4827,3998.697285
1540,3,70,1,184.985293,742.9131016
9409,1,48,1,222.6326,6832.868436
2681,0,18,0,194.9663,1406.140722
9882,2,71,0,137.4684,4946.194597
6313,8,44,0,129.9621,4316.919681
1191,0,24,0,134.950905,805.3931837
5293,4,53,0,172.4871,4672.338886
1542,4,71,1,160.00128,1324.200333
7056,2,20,0,104.9629,5888.691325
2539,1,48,0,179.9656,485.4228279
953,2,58,0,200.118516,1072.481938
7241,2,18,1,202.6362,6857.221544
6731,3,81,1,150.0208,5221.7217
4846,1,36,0,147.4421,659.4098323
6801,1,39,0,172.4705,5450.025503
8010,1,25,0,127.4421,6353.540649
4330,2,72,1,184.9785,780.9545758
8924,0,51,0,162.4937,4021.932527
5334,1,75,0,182.4676,4592.61237
7330,1,37,1,165.0182,4423.213665
9348,4,25,1,162.5299,4958.925244
4729,2,28,0,240.1149,1145.096989
6541,5,75,0,192.4404,5947.355869
5305,3,40,0,240.1149,4549.059635
5161,3,43,0,159.9476,6572.961443
7860,3,78,0,222.6281,5722.608267
2156,2,21,1,160.0013,1094.644005
1062,0,27,1,127.511223,1114.016493
1167,6,89,1,159.987503,879.9008247
3636,1,59,0,210.1518,724.2830732
7651,2,39,0,144.9607,5122.387687
5588,3,67,1,160.0013,3653.777417
7192,4,27,0,207.6094,4955.138722
4491,0,32,0,139.983,1228.595252
7266,0,59,0,202.4433,4996.095261
4980,2,62,1,164.9647,940.3579408
8335,0,78,1,242.6326,4430.367889
9952,1,48,0,194.9525,6265.43461
4946,0,54,0,139.9512,820.8726738
2782,3,86,0,139.983,1165.890091
717,0,73,0,147.456419,1716.888034
2502,1,19,0,162.4713,2391.497324
4360,4,40,0,230.1051,861.1555834
4171,7,39,0,124.9643,666.238562
8082,2,73,1,232.6228,5676.244141
9760,0,61,1,164.9647,5760.325515
395,4,34,0,104.964303,1404.773397
7186,1,23,0,242.6281,4954.889726
9822,8,33,1,174.991,5202.411958
4492,3,27,1,119.9568,1189.261161
1365,3,25,0,172.47417,884.6278615
9526,2,88,0,149.9621,3954.170646
8787,0,34,0,242.6106,5360.147757
5917,3,39,0,275.1336,4314.292516
4968,4,43,0,172.4579,1017.061783
2914,0,29,1,164.9647,1221.36675
5644,3,85,0,169.9378,4130.432282
3766,4,73,0,192.4705,1118.312856
3440,3,43,0,192.4705,807.7008528
7357,0,83,1,184.9647,4275.271246
6806,2,81,0,194.9768,4010.017445
2143,0,67,1,127.4958,1179.636227
5104,0,20,0,182.4676,5017.628209
5073,8,39,0,134.9509,5903.828849
1571,4,44,0,172.44408,1177.993259
4079,0,44,0,207.6094,831.3552738
1122,3,78,1,132.479779,1524.801731
2786,10,78,1,132.466,1290.636519
2967,4,31,0,182.4608,1114.196033
2504,4,82,0,162.4713,2113.691713
5988,0,41,0,172.4579,6319.032596
8867,3,41,1,232.6228,5673.784205
7164,1,79,0,114.9509,5740.41201
728,3,52,0,139.934918,1790.688379
7587,2,89,0,202.4433,6201.648856
7543,0,69,0,169.9447,5683.50493
412,0,25,0,112.455141,500.4406927
5745,0,52,1,187.4811,6742.932022
7668,4,75,0,179.9476,6106.984548
825,3,37,1,154.975543,1526.166139
3267,0,55,1,149.9915,1005.091786
3974,1,36,1,152.4555,2957.287141
8808,3,43,1,175.0048,6309.305361
8306,0,37,0,134.9509,5646.563818
417,10,44,1,147.478341,1995.346628
6748,3,22,0,149.9378,5428.595513
8967,0,23,1,152.466,6061.493639
2082,0,52,0,200.1652,1558.262612
8945,0,31,1,127.525,5176.880863
3373,0,38,1,127.4783,1627.688937
5726,6,31,0,139.9349,6722.143611
4107,0,25,0,92.45514,847.5443814
4380,4,86,0,200.1185,1015.130356
7723,3,64,0,200.1323,4798.084751
1066,1,32,0,162.467607,2062.863163
3913,3,40,1,137.4978,760.8370835
5536,2,49,1,197.5169,5910.47033
8002,1,79,0,139.983,6273.515792
5387,0,73,0,242.6435,6340.235212
5732,8,77,0,139.9349,6020.277207
2738,1,74,1,232.6228,1107.738951
5052,1,87,0,172.4742,5575.553256
4000,2,52,1,194.9744,498.5585239
2427,2,62,1,152.4555,1832.163914
6833,1,57,1,119.9568,4651.641052
1687,0,57,0,227.475448,991.3985734
851,1,83,0,230.105118,2601.095159
6303,2,21,0,127.4421,4647.988168
9087,2,58,1,190.1599,5334.978423
5878,1,77,0,192.4404,5595.256243
8527,2,24,0,245.147,5815.707647
2839,1,45,0,174.9768,2588.430434
4611,1,40,0,159.9942,1734.504367
9540,0,27,1,164.9853,5881.611846
9207,1,53,0,129.9621,5102.051113
2489,1,59,0,200.1185,2223.458561
6905,4,87,1,162.4526,5757.310478
7390,4,27,1,144.9889,5913.530314
2849,1,24,0,207.6386,935.8715835
6665,2,70,0,175.1331,5478.186769
5881,1,40,0,149.9447,3822.54562
4452,3,45,0,114.9509,1377.652033
7421,1,87,1,129.9598,3943.462001
6484,2,56,0,217.4725,6289.621165
2479,0,46,0,242.6281,1002.004764
6617,1,77,0,220.1323,5652.969156
2141,1,84,1,107.4958,688.0396207
5188,0,37,0,127.4738,5849.296401
9704,2,33,1,140.0013,6310.388284
2744,3,45,0,232.6415,998.0643375
7253,2,19,1,184.961,5824.726674
3506,1,21,1,114.9728,605.5839866
1679,2,77,0,182.446995,1544.501137
4249,0,56,0,232.6415,1296.501758
3147,2,64,1,152.4798,1158.054054
8130,4,52,1,172.5104,6203.067904
7004,2,70,0,242.6143,6349.636467
580,0,41,1,147.478341,261.1185652
4070,1,70,1,257.6513,1882.174515
3343,3,75,0,139.965,1483.797409
7404,1,63,0,182.4676,5510.00981
3672,0,77,0,117.4392,980.9842958
559,0,88,1,217.470195,851.1414085
5237,0,78,1,219.9902,4582.182243
7805,3,47,0,172.4404,4733.327376
512,0,81,1,225.145743,1192.502878
1081,4,28,1,129.959755,1756.819542
1664,1,54,0,242.628057,1185.892988
9204,7,18,0,220.1478,5747.654271
1931,1,57,0,169.944668,521.8726735
9666,0,24,0,245.147,6368.414019
1150,0,43,0,104.97808,1965.221779
2838,2,60,0,164.967,1206.589518
5949,0,85,1,215.1591,5910.719593
8308,0,53,0,187.6094,6365.24676
8932,2,42,0,255.1372,5985.170527
9788,2,19,0,104.9629,6039.270111
5177,0,26,0,262.6106,5202.253182
830,4,80,0,114.997564,623.8543707
8311,3,36,1,265.1283,5966.47536
4752,2,24,0,152.4441,1871.35466
9850,1,65,1,232.652,4479.98883
635,1,36,1,154.991856,1640.244176
4465,3,31,1,149.989,1756.414097
6799,2,42,0,242.6143,5995.061053
7987,3,64,1,204.961,5675.905105
7079,2,80,1,94.97283,5448.251802
6966,6,28,1,245.1457,5959.443865
4142,0,61,0,137.4392,2246.098296
7027,0,44,0,220.1149,4139.737424
9183,1,77,1,149.9741,6498.14477
876,10,51,1,255.141716,1004.100502
4869,4,49,1,149.9915,1719.698931
5315,1,46,1,235.1591,5396.115807
5222,2,82,0,252.624,6063.51865
4,0,83,0,149.948316,271.4934362
3051,3,23,0,124.9643,628.7093519
5691,1,75,1,142.4526,5434.730554
3124,4,18,1,132.466,1628.254726
2491,1,50,0,147.4738,602.6894614
3854,1,86,0,169.9928,733.8730965
4777,0,51,1,194.9882,1214.121186
7509,4,59,0,232.6378,6244.841283
6457,0,56,1,107.482,5799.574085
6293,1,77,1,277.6375,4674.111818
1148,3,67,1,202.636202,1710.907598
574,3,79,0,159.964152,957.753476
3769,4,39,0,242.6106,2038.559634
4146,0,77,0,137.4684,1028.818406
853,1,81,0,159.980465,579.4447417
5919,1,74,1,225.132,6323.723983
9358,1,34,0,149.9707,4663.249156
6614,1,27,0,179.9476,5788.48609
6002,2,47,0,172.4579,5727.232268
9163,1,82,0,194.9768,3572.738241
4495,1,60,0,144.9607,1126.457158
8173,2,58,0,149.9913,5052.181985
6655,0,57,1,182.4653,3635.733881
2368,0,67,1,222.65,1446.937317
4780,0,56,0,200.1185,1451.591007
7992,1,42,0,242.6281,6056.561962
2950,0,72,0,149.9707,797.0949032
5625,7,54,0,92.5018,5394.351469
6971,1,23,1,104.9923,4858.953812
8716,0,60,0,214.9663,3990.635991
1841,0,25,1,129.976324,662.6103493
5986,1,57,0,275.1336,4913.037126
537,4,41,1,169.974105,1163.701618
2806,3,50,0,124.9781,1131.849487
5801,0,21,0,104.9629,5080.067605
5596,1,88,1,265.1283,4579.647107
7206,0,84,0,172.4885,4981.747627
7343,1,55,0,220.1478,5468.830044
7560,1,82,1,169.9741,5243.121015
8096,4,62,1,127.4958,5998.410517
784,3,66,0,114.950905,868.469474
1409,1,71,0,127.442069,737.7421962
154,4,55,1,217.483972,2220.255405
7806,1,71,1,152.4798,5517.434596
3009,1,25,0,169.9928,444.2368102
1686,4,63,1,267.664655,1319.229599
4014,5,30,0,194.9663,1291.115762
7455,4,35,0,102.4746,5662.934771
3863,4,60,0,220.1185,1315.586731
2733,3,64,1,199.9902,2884.562817
1895,2,53,0,162.460772,2089.023186
5442,3,40,0,169.9447,4529.909678
569,0,22,0,172.487091,1695.851887
6709,1,64,0,255.1336,5905.391088
5854,4,77,0,149.9913,4874.991387
1816,1,25,0,134.950905,790.6280344
8319,4,65,0,169.9378,5767.740142
3394,0,79,0,242.6573,1014.229725
3327,2,33,0,104.9781,1241.231205
9982,7,68,1,185.0077,6253.087064
6102,4,87,0,172.4705,5922.604676
2975,1,22,0,124.9607,1180.763502
980,3,88,0,230.105118,1664.080114
190,0,46,0,117.439154,733.4036934
9331,0,84,0,159.9794,5055.502095
5088,8,80,0,172.4871,5027.299322
699,1,38,0,202.443347,1252.81737
9759,1,66,0,169.9378,5772.068776
606,1,71,0,142.471255,1290.274294
301,1,19,0,139.99789,1292.3206
3420,5,21,1,245.1457,1589.194648
9804,7,83,0,182.4676,5924.59411
1060,1,30,0,182.460772,821.1684673
3444,0,42,0,149.9621,495.3955859
1069,3,27,0,144.960655,577.1451549
2205,2,60,1,194.9744,841.3922748
9435,3,32,0,194.9663,6625.807498
7339,8,68,0,159.9656,4790.240813
8208,0,43,1,94.97283,5509.83864
7679,2,21,0,222.6609,4090.94433
4642,2,45,0,230.1344,1648.220152
7683,0,30,0,147.4893,4911.224326
9007,0,74,0,187.656,4782.472018
7996,0,78,1,119.9568,4822.96735
5600,1,88,0,104.9643,5967.092974
9151,3,42,0,129.9621,6589.069717
7022,5,29,1,119.9897,5696.037727
4893,0,55,0,104.9643,764.4832553
225,0,53,1,139.987503,1452.334634
3354,9,57,1,162.4833,1241.877666
5895,1,70,1,127.482,5573.344552
8754,1,43,0,124.9643,4737.057384
3436,1,19,0,172.4567,1814.120844
1693,4,50,1,140.00128,1365.994148
6893,1,45,1,190.127,5898.285101
1045,4,40,0,184.963371,2155.00052
3446,0,47,0,149.9483,958.3344749
8050,2,74,0,255.1198,6555.502175
9146,0,34,0,127.4738,5381.978758
9981,1,81,0,230.1051,5514.318979
